city,country
Bogalusa,USA
Bogande,BFA
Bogatic,SRB
Bogatynia,POL
Bogazliyan,TUR
Bogdanci,MKD
Bogdanovich,RUS
Bogen,DEU
Boghni,DZA
Bognor Regis,GBR
Bogo,CMR
Bogo,PHL
Bogor,IDN
Bogoroditsk,RUS
Bogorodsk,RUS
Bog'ot,UZB
Bogota,COL
Bogota,USA
Bogotol,RUS
Bogovinje,MKD
Bogra,BGD
Boguchany,RUS
Boguchar,RUS
Bogue,MRT
Boguszow-Gorce,POL
Boha,IND
Bohechio,DOM
Bohemia,USA
Bohicon,BEN
Bohinjska Bistrica,SVN
Bohl-Iggelheim,DEU
Bohmte,DEU
Bohodukhiv,UKR
Bohumin,CZE
Boiling Springs,USA
Boiro,ESP
Boisbriand,CAN
Bois-Colombes,FRA
Bois-d'Arcy,FRA
Bois-des-Filion,CAN
Boise,USA
Bois-Guillaume,FRA
Boissy-Saint-Leger,FRA
Boituva,BRA
Boizenburg,DEU
Bojaca,COL
Bojnik,SRB
Bojnurd,IRN
Bokakhat,IND
Bokaro,IND
Boke,GIN
Bokhtar,TJK
Bokod,PHL
Bokonbaev,KGZ
Bokoro,TCD
Boksburg,ZAF
Boksitogorsk,RUS
Bol,TCD
Bolama,GNB
Bolanos de Calatrava,ESP
Bolbec,FRA
Boldaji,IRN
Boldesti-Scaeni,ROU
Bole,CHN
Bolekhiv,UKR
Boleslawiec,POL
Bolgatanga,GHA
Bolhrad,UKR
Boli,CHN
Bolinao,PHL
Bolingbrook,USA
Bolintin Vale,ROU
Bolivar,COL
Bolivar,COL
Bolivar,USA
Bolivar,COL
Bolivia,CUB
Bolkhov,RUS
Bollate,ITA
Bollene,FRA
Bollnas,SWE
Bollullos de la Mitacion,ESP
Bollullos par del Condado,ESP
Bolnisi,GEO
Bolobo,COD
Bologna,ITA
Bologoye,RUS
Bolokhovo,RUS
Bolongongo,AGO
Boloso,COG
Bolotnoye,RUS
Bolpur,IND
Bol'sheretsk,RUS
Bol'shoy Kamen',RUS
Bolsover,GBR
Bolsward,NLD
Bolton,GBR
Bolu,TUR
Bolvadin,TUR
Bolzano,ITA
Boljevac,SRB
Boljoon,PHL
Bom Conselho,BRA
Bom Jardim,BRA
Bom Jardim,BRA
Bom Jesus,BRA
Bom Jesus,BRA
Bom Jesus,BRA
Bom Jesus,BRA
Bom Jesus,BRA
Bom Jesus da Lapa,BRA
Bom Jesus da Serra,BRA
Bom Jesus do Galho,BRA
Bom Jesus do Itabapoana,BRA
Bom Jesus dos Perdoes,BRA
Bom Lugar,BRA
Bom Principio,BRA
Bom Repouso,BRA
Bom Retiro do Sul,BRA
Bom Sucesso,BRA
Boma,COD
Bomareddipalli,IND
Bombardopolis,HTI
Bombarral,PRT
Bombinhas,BRA
Bombo,UGA
Bombon,PHL
Bomlo,NOR
Bommagondanahalli,IND
Bommarbettu,IND
Bommayapalaiyam,IND
Bomporto,ITA
Bon Air,USA
Bonab,IRN
Bonanza,NIC
Bonao,DOM
Bonate di Sopra,ITA
Bondada,IND
Bondeno,ITA
Bondo,COD
Bondoufle,FRA
Bondoukou,CIV
Bondues,FRA
Bondy,FRA
Bonen,DEU
Bo'ness,GBR
Bonga,ETH
Bongabon,PHL
Bongabong,PHL
Bongaigaon,IND
Bongandanga,COD
Bongao,PHL
Bongaree,AUS
Bongor,TCD
Bongouanou,CIV
Bonham,USA
Bonheiden,BEL
Bonhill,GBR
Bonifacio,PHL
Boninal,BRA
Bonita,USA
Bonita Springs,USA
Bonito,BRA
Bonito,BRA
Bonito,BRA
Bonito,BRA
Bonito de Santa Fe,BRA
Bonito Oriental,HND
Bonn,DEU
Bonneuil-sur-Marne,FRA
Bonneville,FRA
Bonney Lake,USA
Bonnyrigg,GBR
Bonou,BEN
Bonoufla,CIV
Bontang,IDN
Bonthe,SLE
Bontoc,PHL
Bontoc,PHL
Bonyhad,HUN
Boo,SWE
Boom,BEL
Boone,USA
Boone,USA
Booneville,USA
Boonton,USA
Boorama,SOM
Boortmeerbeek,BEL
Boosaaso,SOM
Bootle,GBR
Bopa,BEN
Bopfingen,DEU
Bopolu,LBR
Boppard,DEU
Boqueirao,BRA
Boquim,BRA
Boquira,BRA
Bor,SSD
Bor,SRB
Bor,RUS
Bor,TUR
Bora,IND
Boralday,KAZ
Boras,SWE
Borazjan,IRN
Borba,BRA
Borbon,PHL
Borborema,BRA
Borca,SRB
Borcka,TUR
Borda da Mata,BRA
Bordeaux,FRA
Bordentown,USA
Bordertown,AUS
Bordighera,ITA
Bordj Bou Arreridj,DZA
Bordj Menaiel,DZA
Bordj Mokhtar,DZA
Bordj Okhriss,DZA
Borehamwood,GBR
Borgampad,IND
Borgaon,IND
Borgarnes,ISL
Borgaro Torinese,ITA
Borgentreich,DEU
Borger,USA
Borger,NLD
Borgerhout,BEL
Borgholzhausen,DEU
Borgloon,BEL
Borgne,HTI
Borgo,FRA
Borgo a Buggiano,ITA
Borgo Maggiore,SMR
Borgo San Dalmazzo,ITA
Borgo San Lorenzo,ITA
Borgomanero,ITA
Borgoricco,ITA
Borgosatollo,ITA
Borgosesia,ITA
Boriguma,IND
Borim,IND
Borio,IND
Borisoglebsk,RUS
Borj el Qoble,LBN
Borj Hammoud,LBN
Borja,PRY
Borjomi,GEO
Borken,DEU
Borlange,SWE
Bormujos,ESP
Borna,DEU
Borna,IND
Borne,IND
Borne,NLD
Bornem,BEL
Bornheim,DEU
Borodino,RUS
Borodyanka,UKR
Borogani,MDA
Boromo,BFA
Borongan,PHL
Borovichi,RUS
Borovnica,SVN
Borovsk,RUS
Borovskoy,KAZ
Borre,NOR
Borsa,ROU
Borsbeek,BEL
Borshchiv,UKR
Borskoye,RUS
Borujen,IRN
Borujerd,IRN
Boryeong,KOR
Boryslav,UKR
Boryspil,UKR
Borzna,UKR
Borzya,RUS
Bosanska Krupa,BIH
Boscombe,GBR
Bosconia,COL
Boscoreale,ITA
Boscotrecase,ITA
Bosel,DEU
Boshruyeh,IRN
Bosilegrad,SRB
Bosilovo,MKD
Boskoop,NLD
Boskovice,CZE
Bosobolo,COD
Bossangoa,CAF
Bossembele,CAF
Bossier City,USA
Boston,USA
Boston,GBR
Boston,PHL
Bostonia,USA
Botelhos,BRA
Botevgrad,BGR
Bothell,USA
Bothell East,USA
Bothell West,USA
Botlikh,RUS
Botolan,PHL
Botosani,ROU
Botou,CHN
Bottesford,GBR
Botticino Sera,ITA
Bottrop,DEU
Botucatu,BRA
Botupora,BRA
Bou Adel,MAR
Bou Arada,TUN
Bou Arfa,MAR
Bou Arkoub,TUN
Bou Djeniba,MAR
Bou Fekrane,MAR
Bou Izakarn,MAR
Bou Merdes,TUN
Bou Nouh,DZA
Bou Saada,DZA
Bou Salem,TUN
Bou Zemou,MAR
Bouabout,MAR
Bouafle,CIV
Bouake,CIV
Bouanri,BEN
Bouansa,COG
Bouar,CAF
Bouarouss,MAR
Boucan Carre,HTI
Boucau,FRA
Bouc-Bel-Air,FRA
Bouchabel,MAR
Boucherville,CAN
Boudenib,MAR
Boudinar,MAR
Boudjima,DZA
Boudouaou,DZA
Boufarik,DZA
Bougado,PRT
Bougara,DZA
Bougival,FRA
Bougou,BEN
Bougouni,MLI
Bouguenais,FRA
Bouhlou,MAR
Bouira,DZA
Boujad,MAR
Boujediane,MAR
Bouka,BEN
Boukhralfa,DZA
Bouknadel,MAR
Boukoumbe,BEN
Boula'wane,MAR
Boulder,USA
Boulder City,USA
Boulder Hill,USA
Boulia,AUS
Boulogne-Billancourt,FRA
Boulogne-sur-Mer,FRA
Boulsa,BFA
Boumalne,MAR
Boumerdes,DZA
Boumia,MAR
Bouna,CIV
Bounaamane,MAR
Bou'nane,MAR
Bound Brook,USA
Boundiali,CIV
Bountiful,USA
Bourbonnais,USA
Bourdoud,MAR
Boureit,MAR
Bourem Guindou,MLI
Bourg-de-Peage,FRA
Bourg-en-Bresse,FRA
Bourges,FRA
Bourg-la-Reine,FRA
Bourg-les-Valence,FRA
Bourgoin-Jallieu,FRA
Bourke,AUS
Bourne,GBR
Bourne,USA
Bournemouth,GBR
Bournville,GBR
Bourzanga,BFA
Bouskoura,MAR
Bousse,BFA
Bousso,TCD
Boussu,BEL
Boutilimit,MRT
Bouznika,MAR
Bovalino Marina,ITA
Bovec,SVN
Bovenden,DEU
Boves,ITA
Boville Ernica,ITA
Bovingdon,GBR
Bovisio Masciago,ITA
Bovolone,ITA
Bowdon,GBR
Bowen,AUS
Bowie,USA
Bowling Green,USA
Bowling Green,USA
Bowral,AUS
Bowringpet,IND
Box Elder,USA
Boxley,GBR
Boxmeer,NLD
Boxtel,NLD
Boyabat,TUR
Boyarka,RUS
Boyarka,UKR
Boynton Beach,USA
Boyovut,UZB
Boysun,UZB
Bozdogan,TUR
Bozeman,USA
Bozhou,CHN
Bozkir,TUR
Bozkurt,TUR
Bozoum,CAF
Bozuyuk,TUR
Bozyazi,TUR
Bra,ITA
Bracciano,ITA
Bracebridge,CAN
Brackenheim,DEU
Brackley,GBR
Bracknell,GBR
Braco do Norte,BRA
Brad,ROU
Bradenton,USA
Brades,MSR
Bradford,GBR
Bradford West Gwillimbury,CAN
Bradford-on-Avon,GBR
Bradfordville,USA
Bradley,USA
Bradley Gardens,USA
Bradwell,GBR
Braga,PRT
Bragadiru,ROU
Bragado,ARG
Braganca,BRA
Braganca,PRT
Braganca Paulista,BRA
Brahmadesam,IND
Brahmana Periya Agraharam,IND
Brahmanandapuram,IND
Brahmanbaria,BGD
Brahmanpara,BGD
Brahmapur,IND
Braila,ROU
Braine-l'Alleud,BEL
Braine-le-Chateau,BEL
Braine-le-Comte,BEL
Brainerd,USA
Braintree,GBR
Braintree,USA
Brajarajnagar,IND
Brake,DEU
Brakel,DEU
Brakpan,ZAF
Brambleton,USA
Bramhabarada,IND
Bramhall,GBR
Brampton,CAN
Bramsche,DEU
Branchburg,USA
Brand,DEU
Brandenburg,DEU
Brand-Erbisdorf,DEU
Brandermill,USA
Brandfort,ZAF
Brandis,DEU
Brandizzo,ITA
Brandon,USA
Brandon,CAN
Brandon,USA
Brandon,USA
Brandon,GBR
Brandsen,ARG
Brandys nad Labem-Stara Boleslav,CZE
Brandywine,USA
Branford,USA
Braniewo,POL
Branquinha,BRA
Branson,USA
Brant,CAN
Brantford,CAN
Braselton,USA
Brasil Novo,BRA
Brasilandia,BRA
Brasileia,BRA
Brasilia,BRA
Brasilia de Minas,BRA
Braslaw,BLR
Braslovce,SVN
Brasov,ROU
Brasschaat,BEL
Bratislava,SVK
Bratsk,RUS
Brattleboro,USA
Braunau am Inn,AUT
Braunfels,DEU
Braunsbedra,DEU
Braunschweig,DEU
Braunstone,GBR
Brawley,USA
Brazopolis,BRA
Brazzaville,COG
Brcko,BIH
Brea,USA
Breaza,ROU
Brecht,BEL
Breckerfeld,DEU
Brecksville,USA
Breclav,CZE
Breda,NLD
Bredasdorp,ZAF
Bredbury,GBR
Bredene,BEL
Bree,BEL
Breganze,ITA
Bregenz,AUT
Breisach am Rhein,DEU
Brejao,BRA
Brejetuba,BRA
Brejinho,BRA
Brejo,BRA
Brejo da Madre de Deus,BRA
Brejo do Cruz,BRA
Brejo Santo,BRA
Brejoes,BRA
Brejolandia,BRA
Brembate,ITA
Bremen,DEU
Bremerhaven,DEU
Bremerton,USA
Bremervorde,DEU
Brenes,ESP
Brenham,USA
Brent,USA
Brentwood,USA
Brentwood,GBR
Brentwood,USA
Brentwood,USA
Brentwood,USA
Brescia,ITA
Bressanone,ITA
Bresso,ITA
Bressuire,FRA
Brest,BLR
Brest,FRA
Bretigny-sur-Orge,FRA
Bretten,DEU
Bretzfeld,DEU
Breuillet,FRA
Breukelen,NLD
Breves,BRA
Brevik,SWE
Brevnov,CZE
Brewer,USA
Brewster,USA
Breyten,ZAF
Breza,BIH
Brezice,SVN
Brezno,SVK
Brezovica,SVN
Bria,CAF
Briancon,FRA
Brianka,UKR
Briceni,MDA
Briceno,COL
Brick,USA
Bridge City,USA
Bridgeport,USA
Bridgeport,USA
Bridgeton,USA
Bridgeton,USA
Bridgetown,BRB
Bridgetown,USA
Bridgeview,USA
Bridgewater,USA
Bridgewater,USA
Bridgewater,CAN
Bridgnorth,GBR
Bridgwater,GBR
Bridlington,GBR
Bridport,GBR
Brie-Comte-Robert,FRA
Brielle,NLD
Brierley Hill,GBR
Brieselang,DEU
Brig-Glis,CHE
Brigham City,USA
Brighouse,GBR
Brighton,GBR
Brighton,USA
Brighton,USA
Brighton,CAN
Brighton,USA
Brignais,FRA
Brignoles,FRA
Brikama,GMB
Brikama Ba,GMB
Brikcha,MAR
Brilon,DEU
Brimington,GBR
Brindisi,ITA
Briniamaro,BEN
Brinkmann,ARG
Brisbane,AUS
Brislington,GBR
Bristol,GBR
Bristol,USA
Bristol,USA
Bristol,USA
Bristol,USA
Bristol,USA
Brits,ZAF
Brive-la-Gaillarde,FRA
Brixham,GBR
Brixton,GBR
Brno,CZE
Broadlands,USA
Broadstairs,GBR
Broadstone,GBR
Broadview Heights,USA
Broadview Park,USA
Broadwater,GBR
Brock,CAN
Brock Hall,USA
Brockton,USA
Brockton,CAN
Brockville,CAN
Brockworth,GBR
Brodnica,POL
Brodosqui,BRA
Brody,UKR
Brofodoume,CIV
Broken Arrow,USA
Broken Hill,AUS
Brokopondo,SUR
Bromborough,GBR
Bromley,GBR
Bromsgrove,GBR
Bron,FRA
Bronderslev,DNK
Broni,ITA
Bronkhorst,NLD
Bronkhorstspruit,ZAF
Bronnitsy,RUS
Bronte,ITA
Bronx,USA
Brook Park,USA
Brookdale,USA
Brookes Point,PHL
Brookfield,USA
Brookfield,USA
Brookfield,USA
Brookhaven,USA
Brookhaven,USA
Brookhaven,USA
Brookings,USA
Brookline,USA
Brooklyn,USA
Brooklyn,USA
Brooklyn Center,USA
Brooklyn Park,USA
Brooklyn Park,USA
Brooks,CAN
Brookside,USA
Brooksville,USA
Broomall,USA
Broome,AUS
Broomfield,USA
Brossard,CAN
Brotas,BRA
Brotas de Macaubas,BRA
Broughton Astley,GBR
Broughty Ferry,GBR
Broussard,USA
Brovary,UKR
Brown Deer,USA
Brownfield,USA
Brownhills,GBR
Browns Mills,USA
Brownsburg,USA
Brownsville,USA
Brownsville,USA
Brownsville,USA
Brownsweg,SUR
Brownwood,USA
Broxbourne,GBR
Broxburn,GBR
Bruay-sur-l'Escaut,FRA
Bruchhausen-Vilsen,DEU
Bruchkobel,DEU
Bruchsal,DEU
Bruck an der Mur,AUT
Bruckmuhl,DEU
Bruges,BEL
Bruges,FRA
Brugg,CHE
Bruggen,DEU
Brugherio,ITA
Brugnera,ITA
Bruhl,DEU
Bruhl,DEU
Bruino,ITA
Brumadinho,BRA
Brumado,BRA
Brumath,FRA
Brummen,NLD
Brumunddal,NOR
Brunete,ESP
Brunico,ITA
Brunn am Gebirge,AUT
Brunoy,FRA
Brunsbuttel,DEU
Brunssum,NLD
Brunswick,USA
Brunswick,USA
Brunswick,USA
Brunswick,USA
Bruntal,CZE
Brus,SRB
Brus Laguna,HND
Brusciano,ITA
Brushy Creek,USA
Brusque,BRA
Brussels,BEL
Bruz,FRA
Brvenica,MKD
Brwinow,POL
Bryan,USA
Bryan,USA
Bryans Road,USA
Bryansk,RUS
Bryant,USA
Bryn,GBR
Bryn Mawr-Skyway,USA
Bryne,NOR
Bry-sur-Marne,FRA
Brzeg,POL
Brzeg Dolny,POL
Brzesko,POL
Brzeszcze,POL
Brzeziny,POL
Brzozow,POL
Bteghrine,LBN
Bua Yai,THA
Bu'aale,SOM
Buabidi,PAN
Buadiposo-Buntong,PHL
Buala,SLB
Buba,GNB
Bubanza,BDI
Bubong,PHL
Bububu,TZA
Bucak,TUR
Bucaramanga,COL
Bucay,PHL
Bucha,UKR
Buchach,UKR
Buchanan,LBR
Bucharest,ROU
Buchen in Odenwald,DEU
Bucheon,KOR
Bucheya,IND
Buchholz in der Nordheide,DEU
Buchireddipalem,IND
Buchloe,DEU
Buchs,CHE
Bucimas,ALB
Bucine,ITA
Buckeburg,DEU
Buckeye,USA
Buckhall,USA
Buckhurst Hill,GBR
Buckie,GBR
Buckingham,GBR
Buckingham,USA
Buckley,GBR
Bucksburn,GBR
Buco Zau,AGO
Bucyrus,USA
Buda,USA
Budai,TWN
Budaka,UGA
Budakalasz,HUN
Buda-Kashalyova,BLR
Budakeszi,HUN
Budalur,IND
Budamangalam,IND
Budanur,IND
Budaors,HUN
Budapest,HUN
Budaun,IND
Budd Lake,USA
Buddayyakota,IND
Buddh Gaya,IND
Bude,GBR
Budelsdorf,DEU
Budenheim,DEU
Budennovsk,RUS
Budha Theh,IND
Budhlada,IND
Budhma,IND
Budhni,IND
Budili,IND
Budingen,DEU
Budrio,ITA
Bududa,UGA
Budva,MNE
Buea,CMR
Buena Park,USA
Buena Vista Tomatlan,MEX
Buenaventura,COL
Buenaventura Lakes,USA
Buenavista,PHL
Buenavista,PHL
Buenavista,PHL
Buenavista,PHL
Buenavista,PHL
Buenavista,COL
Buenavista,COL
Buenavista,COL
Buenavista,COL
Bueng Kan,THA
Bueng Khong Long,THA
Bueno Brandao,BRA
Buenopolis,BRA
Buenos Aires,ARG
Buenos Aires,COL
Buenos Aires,CRI
Buenos Aires,BRA
Buerarema,BRA
Buesaco,COL
Bueu,ESP
Buey Arriba,CUB
Buffalo,USA
Buffalo,USA
Buffalo Grove,USA
Buford,USA
Buftea,ROU
Bugalagrande,COL
Bugallon,PHL
Bugarama,RWA
Bugasong,PHL
Bugembe,UGA
Bugganipalle,IND
Buggenhout,BEL
Bugho,PHL
Bugiri,UGA
Bugojno,BIH
Bugongi,UGA
Bugrino,RUS
Buguda,IND
Buguey,PHL
Bugugoucun,CHN
Buguias,PHL
Bugulma,RUS
Buguruslan,RUS
Buharkent,TUR
Buhi,PHL
Buhl,DEU
Buhriz,IRQ
Buhusi,ROU
Buikwe,UGA
Buin,CHL
Buinsk,RUS
Buique,BRA
Bujanovac,SRB
Bujari,BRA
Bujaru,BRA
Bujumbura,BDI
Buka,PNG
Bukachacha,RUS
Bukama,COD
Bukan,IRN
Bukavu,COD
Bukedea,UGA
Bukhara,UZB
Bukit Mertajam,MYS
Bukittinggi,IDN
Bukkapatnam,IND
Bukkarayasamudram,IND
Bukoba,TZA
Bukomansimbi,UGA
Bukowno,POL
Bukungu,UGA
Bukwo,UGA
Bula,PHL
Bulacan,PHL
Bulach,CHE
Bulaevo,KAZ
Bulalacao,PHL
Bulambuli,UGA
Bulan,PHL
Bulancak,TUR
Bulandshahr,IND
Bulanik,TUR
Bulawayo,ZWE
Buldan,TUR
Buldon,PHL
Bulgan,MNG
Buli,PHL
Bulicun,CHN
Bulisa,UGA
Bull Mountain,USA
Bull Run,USA
Bullas,ESP
Bulle,CHE
Bullhead City,USA
Bully-les-Mines,FRA
Bulnes,CHL
Bulolo,PNG
Buloqboshi,UZB
Buluan,PHL
Buluko,COD
Bulungu,COD
Bulung'ur Shahri,UZB
Bulusan,PHL
Bulwell,GBR
Bumahen,IRN
Bumba,COD
Bumbesti-Jiu,ROU
Bumpe,SLE
Bunawan,PHL
Bunbury,AUS
Bundaberg,AUS
Bundala,IND
Bundala,IND
Bunde,DEU
Bundehra,IND
Bundi,IND
Bundibugyo,UGA
Bundu,IND
Bungku,IDN
Bungoma,KEN
Bungoono,JPN
Bungotakada,JPN
Bunhe,UKR
Bunia,COD
Bunkeflostrand,SWE
Bunkyo-ku,JPN
Bunnik,NLD
Bunol,ESP
Buntok,IDN
Bunyan,TUR
Bunji,PAK
Buon Ho,VNM
Buon Ma Thuot,VNM
Buon Trap,VNM
Bupoto,UGA
Buqda Caqable,SOM
Buqkoosaar,SOM
Bur Fu'ad,EGY
Bura,SOM
Buram,IND
Burauen,PHL
Buraydah,SAU
Burayevo,RUS
Burbach,DEU
Burbage,GBR
Burbaliq,UZB
Burbank,USA
Burbank,USA
Burco,SOM
Burdeos,PHL
Burdur,TUR
Bure,ETH
Burela de Cabo,ESP
Buren,DEU
Bures-sur-Yvette,FRA
Burg,DEU
Burgas,BGR
Burgau,DEU
Burgdorf,DEU
Burgdorf,CHE
Burgess Hill,GBR
Burghausen,DEU
Burgkirchen an der Alz,DEU
Burglengenfeld,DEU
Burgos,ESP
Burgos,PHL
Burgos,PHL
Burgos,PHL
Burgos,PHL
Burgos,PHL
Burgstadt,DEU
Burgthann,DEU
Burgum,NLD
Burhaniye,TUR
Burhanpur,IND
Burhar,IND
Burhia Dhanghatta,IND
Buri Ram,THA
Burien,USA
Buritama,BRA
Buriti,BRA
Buriti Alegre,BRA
Buriti Bravo,BRA
Buriti do Tocantins,BRA
Buriti dos Lopes,BRA
Buritirama,BRA
Buritirama,BRA
Buritis,BRA
Buritizeiro,BRA
Burj al `Arab,EGY
Burjasot,ESP
Burkburnett,USA
Burke,USA
Burke Centre,USA
Burketown,AUS
Burla,IND
Burladingen,DEU
Burleson,USA
Burley,USA
Burlingame,USA
Burlington,CAN
Burlington,USA
Burlington,USA
Burlington,USA
Burlington,USA
Burlington,USA
Burlington,USA
Burlington,USA
Burlington,USA
Burlington,USA
Burnaby,CAN
Burnham,GBR
Burnham-on-Sea,GBR
Burnie,AUS
Burnley,GBR
Burnsville,USA
Burntwood,GBR
Burr Ridge,USA
Burrel,ALB
Burriana,ESP
Burrillville,USA
Bursa,TUR
Burscheid,DEU
Burscough,GBR
Burshtyn,UKR
Burslem,GBR
Burstadt,DEU
Burton,USA
Burton upon Trent,GBR
Burtonsville,USA
Burtonwood,GBR
Buruanga,PHL
Burubaytal,KAZ
Bururi,BDI
Burutu,NGA
Bury,GBR
Bury Saint Edmunds,GBR
Burzaco,ARG
Busaar,SOM
Busan,KOR
Busca,ITA
Busembatia,UGA
Busesa,UGA
Bushenyi,UGA
Bushey,GBR
Bushtyno,UKR
Busia,UGA
Busia,KEN
Businga,COD
Busk,UKR
Busko-Zdroj,POL
Busogo,RWA
Busolwe,UGA
Busovaca,BIH
Busra al Harir,SYR
Busra ash Sham,SYR
Busselton,AUS
Bussolengo,ITA
Bussum,NLD
Bussy,CHE
Bussy-Saint-Georges,FRA
Busteni,ROU
Busto Arsizio,ITA
Busto Garolfo,ITA
Buston,TJK
Bustos,PHL
Busuanga,PHL
Busumbala,GMB
Buta,COD
Butajira,ETH
Butalangu,UGA
Butaleja,UGA
Butare,RWA
Butebo,UGA
Butembo,COD
Butha-Buthe,LSO
Buthidaung,MMR
Butia,BRA
Butiama,TZA
Butig,PHL
Butler,USA
Butler,USA
Buton,IDN
Buttar,IND
Buttayagudem,IND
Butte,USA
Buttelborn,DEU
Butterworth,MYS
Butuan,PHL
Buturlinovka,RUS
Butwal,NPL
Butzbach,DEU
Buu Long,VNM
Buug,PHL
Buuhoodle,SOM
Buur Gaabo,SOM
Buurhakaba,SOM
Buved,TJK
Buwama,UGA
Buwenge,UGA
Buxar,IND
Buxerolles,FRA
Buxin,TWN
Buxtehude,DEU
Buxton,GBR
Buy,RUS
Buyan,TWN
Buyende,UGA
Buynaksk,RUS
Buyukcekmece,TUR
Buyukorhan,TUR
Buyukyoncali,TUR
Buzau,ROU
Buzdyak,RUS
Buzen,JPN
Buzhum,KGZ
Buzim,BIH
Buzovna,AZE
Buzuluk,RUS
Bwana Mkubwa,ZMB
Byadgi,IND
Byahatti,IND
Byala Slatina,BGR
Byalynichy,BLR
Byaroza,BLR
Byarozawka,BLR
Byatarayanpur,IND
Bydgoszcz,POL
Byelaazyorsk,BLR
Byerazino,BLR
Bykhaw,BLR
Byram,USA
Byron Bay,AUS
Bystrc,CZE
Bystrzyca Klodzka,POL
Bytca,SVK
Bytom,POL
Bytow,POL
Byumba,RWA
Byureghavan,ARM
Ca Mau,VNM
Caacupe,PRY
Caapiranga,BRA
Caapora,BRA
Caatiba,BRA
Caazapa,PRY
Caba,PHL
Cabaceiras do Paraguacu,BRA
Cabadbaran,PHL
Cabagan,PHL
Cabaiguan,CUB
Caballococha,PER
Cabanaquinta,ESP
Cabanas,GTM
Cabanatuan City,PHL
Cabangan,PHL
Cabanglasan,PHL
Cabanillas del Campo,ESP
Cabaret,HTI
Cabarete,DOM
Cabarroguis,PHL
Cabatuan,PHL
Cabatuan,PHL
Cabeceiras de Basto,PRT
Cabedelo,BRA
Cabestany,FRA
Cabiao,PHL
Cabildo,CHL
Cabimas,VEN
Cabinda,AGO
Cabo Bojador,MAR
Cabo Frio,BRA
Cabo Rojo,PRI
Cabo San Lucas,MEX
Cabo Verde,BRA
Caboolture,AUS
Cabot,USA
Cabra,ESP
Cabral,DOM
Cabras,ITA
Cabrayil,AZE
Cabrera,DOM
Cabrero,CHL
Cabreuva,BRA
Cabrican,GTM
Cabries,FRA
Cabrobo,BRA
Cabucgayan,PHL
Cabudare,VEN
Cabugao,PHL
Cabusao,PHL
Cabuyao,PHL
Cacador,BRA
Cacahoatan,MEX
Cacak,SRB
Cacaopera,SLV
Cacapava,BRA
Cacapava do Sul,BRA
Cacem,PRT
Cacequi,BRA
Caceres,ESP
Caceres,BRA
Caceres,COL
Cachan,FRA
Cacheu,GNB
Cachipay,COL
Cachira,COL
Cachoeira,BRA
Cachoeira Alta,BRA
Cachoeira de Minas,BRA
Cachoeira do Arari,BRA
Cachoeira do Sul,BRA
Cachoeira dos Indios,BRA
Cachoeira Paulista,BRA
Cachoeiras de Macacu,BRA
Cachoeirinha,BRA
Cachoeirinha,BRA
Cachoeiro de Itapemirim,BRA
Cacimba de Dentro,BRA
Cacimbinhas,BRA
Cacoal,BRA
Cacocum,CUB
Cacolo,AGO
Caconde,BRA
Cacongo,AGO
Cacu,BRA
Cacuaco,AGO
Cacule,BRA
Cacuso,AGO
Cadaado,SOM
Cadale,SOM
Cadaval,PRT
Cadca,SVK
Cadelbosco di Sopra,ITA
Cadereyta,MEX
Cadereyta Jimenez,MEX
Cadillac,USA
Cadiz,PHL
Cadiz,ESP
Cadolzburg,DEU
Cadoneghe,ITA
Caem,BRA
Caen,FRA
Caerdydd,GBR
Caerfyrddin,GBR
Caernarfon,GBR
Caerphilly,GBR
Caetano,BRA
Caetanopolis,BRA
Caete,BRA
Caetes,BRA
Caetite,BRA
Cafarnaum,BRA
Cafayate,ARG
Cafelandia,BRA
Cafelandia,BRA
Cagayan de Oro,PHL
Cagdianao,PHL
Caglayancerit,TUR
Cagli,ITA
Cagliari,ITA
Cagnes-sur-Mer,FRA
Cagua,VEN
Caguas,PRI
Cagwait,PHL
Cahama,AGO
Cahokia,USA
Cahors,FRA
Cahul,MDA
Cai Lay,VNM
Caiaponia,BRA
Caibarien,CUB
Caibiran,PHL
Caicedonia,COL
Caico,BRA
Caidat Sidi Boubker El Haj,MAR
Caieiras,BRA
Caiguantun,CHN
Caimanera,CUB
Caimbambo,AGO
Caimito,CUB
Caimito,COL
Cainta,PHL
Cairns,AUS
Cairo,EGY
Cairo,USA
Cairo Montenotte,ITA
Cairu,BRA
Caister-on-Sea,GBR
Caivano,ITA
Cajabamba,PER
Cajamar,BRA
Cajamarca,PER
Cajamarca,COL
Cajapio,BRA
Cajari,BRA
Cajati,BRA
Cajazeiras,BRA
Cajetina,SRB
Cajibio,COL
Cajica,COL
Cajidiocan,PHL
Cajobi,BRA
Cajola,GTM
Cajueiro,BRA
Cajuru,BRA
Cajvana,ROU
Cakovec,HRV
Cakung,IDN
Cal,TUR
Calabanga,PHL
Calabar,NGA
Calabasas,USA
Calabayan,PHL
Calabozo,VEN
Calaca,PHL
Calafat,ROU
Calafell,ESP
Calahorra,ESP
Calais,FRA
Calama,CHL
Calamar,COL
Calamar,COL
Calamba,PHL
Calan,ROU
Calanasan,PHL
Calandala,AGO
Calanogas,PHL
Calapan,PHL
Calape,PHL
Calarasi,ROU
Calarasi,MDA
Calarca,COL
Calasiao,PHL
Calasparra,ESP
